# Introduction to Attic Greek. D.J.Mastronarde
## unit 7
###

ὁ ἐν τῇ ἀγορᾷ στρατιώτης = the soldier in the marketplace
οἱ ἄνθρωποι οἱ τότε = the people of that time
οἱ δικασταὶ οἱ δίκαιοι = the just jurymen
οἱ πρὸς τῇ θαλάττῃ = the people near the sea
τὰ χαλεπά = (the) difficult things
ὁ δικαστὴς δίκαιος = The juryman is just. = predication
ὁ δικαστὴς ναύτης = The juryman is a sailor.
ποιητὴς ὁ στρατηγός. = The general is a poet.
ὁ στρατηγός ἐστιν ὁ κριτής. = The general is the umpire
ἡ τοῦ στρατηγοῦ σκηνή = the general’s tent
τὸ τοῦ δικαίου δικαστοῦ βιβλίον = the just juror’s book
